# ==============================================================================
# ABARROTES1 - MINI NUBE INTERNAL DATABASE (GOOGLE SHEETS COMPATIBLE CSV)
# GENERATED BY ALL 11 AI AGENTS AT: 2026-08-16T19:51:50.913Z
# TENANT: TENANT_CDMX_01 | STORE: Abarrotes Don Pepe (CDMX Centro)
# SOURCE OF TRUTH: Universal Product Database & Wholesale Scrapers CDMX
# ==============================================================================

=== TABLE: CATALOGO_PRODUCTOS_MAESTRO ===
ean,gtin,upc,sku,product_name,normalized_name,brand,category,presentation,package,unit_type,active,last_seen_at
"prod-1786895691969-msk1","Click Abasto Durazno en cubos Coktelero 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/durazno-en-cubos-coktelero-3-kg","203","203","203","MXN","1","2026-08-16T15:54:51.983Z","IN_STOCK","60","d6866b61a485e55cebe7c427ec225ab681a37cccf36128f3fef97148b92b3548"
"prod-1786895692010-2cf5","Click Abasto Durazno en mitades Coktelero 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/durazno-en-mitades-coktelero-3-kg","239","239","239","MXN","1","2026-08-16T15:54:52.022Z","IN_STOCK","60","3bc46081d263232c402da98bdcf0d6ec204d1174b8802161b0d9906462d34f85"
"prod-1786895692048-ppw7","Click Abasto Durazno en cubos Astra 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/durazno-en-cubos-astra-3-kg","282","282","282","MXN","1","2026-08-16T15:54:52.060Z","IN_STOCK","60","27490849a6cd87b9288caafa940335e8c7d9b73e22a651602173e17887181190"
"prod-1786895692087-x8ca","Click Abasto Filete de Pescado Tilapia","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/filete-de-pescado-blanco-del-nilo-1-kg","267","267","267","MXN","1","2026-08-16T15:54:52.099Z","IN_STOCK","60","a915df20ea07e5c8d2121c7346a13ce12bbbffa02c16468803f0c3f8f7ca8cd0"
"prod-1786895692126-obbi","Click Abasto Hoja de Aguacate 250 g","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/hoja-de-aguacate-250-g","49.9","49.9","49.9","MXN","1","2026-08-16T15:54:52.142Z","IN_STOCK","60","3b7144d5cca117f3a597fd477c9a6b7181809d765f0cd9fd0793afb9b7004559"
"prod-1786895692167-n9vv","Carnes, Aves y Pescados Hamburguesa Estrella 40 pzas","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/hamburguesa-estrella-40-pzas","6.45","6.45","6.45","MXN","40","2026-08-16T15:54:52.179Z","IN_STOCK","50","c16b4066b0f290b66914abaa0099229a13c38f7f1a4cc15722a02e0b259275b0"
"prod-1786895692204-z6ea","Click Abasto Mostaza Bachi 3.8 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/mostaza-bachi-3-8-kg","159.4","159.4","159.4","MXN","1","2026-08-16T15:54:52.216Z","IN_STOCK","50","824135e0d206945e30d447514da971cdab2c9763860a1361bb70d8700e560086"
"prod-1786895692243-jt9s","Click Abasto Queso Oaxaca Diane 1 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-oaxaca-diane-1-kg","250","250","250","MXN","1","2026-08-16T15:54:52.256Z","IN_STOCK","60","38211f4123f0a4eddb039c3fa14e1c78aa4038fd02a6e099cc8c2ef56c4ba4f3"
"prod-1786895692287-1ro4","Click Abasto Aceituna Verde Enlatada 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/aceituna-verde-enlatada-3-kg","320","320","320","MXN","1","2026-08-16T15:54:52.302Z","IN_STOCK","60","10eba19725eb11ffbf00bdc60c814938cad0ae5b871e6cd6231bad2a2b810190"
"prod-1786895692330-lf9b","Click Abasto Totopo 500 g","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/totopo-500-g","89.9","89.9","89.9","MXN","1","2026-08-16T15:54:52.344Z","IN_STOCK","50","454dcf5b41b57c8683df6bd46a73176d5ebcb41ef3e3b6a58b00184e43db068d"
"prod-1786895692376-2i2v","Click Abasto Trikitrakes, Caja con 12 Paquetes de 34 g","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/trikitrakes-caja-con-12-paquetes-de-34-g","96","96","96","MXN","1","2026-08-16T15:54:52.390Z","IN_STOCK","67","79ca568936f3842e8a4ca4595b64ea288fddca5e4345ce1fbd7e924f5171c194"
"prod-1786895692418-5lte","Click Abasto Polvoron, Caja con 12 paquetes de 37 g","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/polvoron-caja-con-12-paquetes-de-37-g","96","96","96","MXN","1","2026-08-16T15:54:52.436Z","IN_STOCK","67","4e216d00ee275e2f6fdb2a41228016d6fc953a78f7db520d89c3e04e93b661f5"
"prod-1786895692496-w0t8","Click Abasto Canelitas, Caja con 12 Paquetes de 30 g","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/canelitas-caja-con-12-paquetes-de-30-g","96","96","96","MXN","1","2026-08-16T15:54:52.509Z","IN_STOCK","67","c7e1f0343eddbc44acb1e6ec61b964a4079f6bd7d62837cfca8e263f4fd515d6"
"prod-1786895692562-fzqo","Click Abasto Queso Panela Alpino 3.2 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-panela-alpino-3-2-kg","529.9","529.9","529.9","MXN","1","2026-08-16T15:54:52.575Z","IN_STOCK","60","9f87e8425f7c5ffc78833534a2dae6ce9ff6f86bdc5beda243582ae2dcc57859"
"prod-1786895692601-mdco","Click Abasto Queso Panela Volcanes 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-panela-volcanes-3-kg","541.32","541.32","541.32","MXN","1","2026-08-16T15:54:52.615Z","IN_STOCK","60","ad42273968913f5ff15782a73648282057501d4b460e4b8bb7b7fa54a3fbd4d5"
"prod-1786895692646-r73r","Click Abasto Ajo en Polvo","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/ajo-en-polvo","71.3","71.3","71.3","MXN","1","2026-08-16T15:54:52.663Z","IN_STOCK","50","63eec5b76d17747af292502198d65aab848a9e8cce15a435a4136f96240e36c9"
"prod-1786895692695-91jg","Click Abasto Maiz Pozolero 1 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/maiz-pozolero-1-kg","38.9","38.9","38.9","MXN","1","2026-08-16T15:54:52.710Z","IN_STOCK","50","62d6035be00d07e1d43cb8294077ee6656376f66b772088d8057c0cd56cdd28e"
"prod-1786895692741-n948","Click Abasto Queso Crema Tulipanes","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-crema-tulipanes","350","350","350","MXN","1","2026-08-16T15:54:52.755Z","IN_STOCK","60","0fd2d8d66d9ccc2dd205ea6ac57cb59f2a88331612397476bb88515417a26839"
"prod-1786895692783-05xh","Click Abasto Queso Panela Menonita","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-panela-menonita","350","350","350","MXN","1","2026-08-16T15:54:52.797Z","IN_STOCK","60","3fb631acf7d8f43a02910b4cc822c922d88c6ed8eb6401c3a4431cf2ca531cc8"
"prod-1786895692826-y97r","Click Abasto Hamburguesa Taster Meats","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/hamburguesa-taster-meats","299.99","299.99","299.99","MXN","1","2026-08-16T15:54:52.839Z","IN_STOCK","60","16ce15425ce65ba1460f63bfc8a1e62a0f61b9b1d77ba838d6c6ac8769d7b770"
"prod-1786895692865-3vcz","Click Abasto Pepitoria 30 pz","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/pepitoria-30-pz","5.23","5.23","5.23","MXN","30","2026-08-16T15:54:52.879Z","IN_STOCK","33","abfbc35164845ee205ef728c20a80d11d14a69e436eff5fa156dc022ae0fe71f"
"prod-1786895692906-5kz4","Click Abasto Pierna de Pollo Kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/pierna-de-pollo-kg","110","110","110","MXN","1","2026-08-16T15:54:52.919Z","IN_STOCK","50","2661ac9b2bae6d561139fdf49b25ff3ce6656e78ac20a29afe32b1596fcce63c"
"prod-1786895692946-0pem","Click Abasto Harina Integral 3 Estrellas kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/harina-integral-3-estrellas-kg","62.58","62.58","62.58","MXN","1","2026-08-16T15:54:52.959Z","IN_STOCK","60","f63e13303edb29eeb4f89277b0eba3a3566c0f05062b9dd4ca42026b187ec8a0"
"prod-1786895692987-00qx","Click Abasto Pulpa de Puerco en Trozos","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/pulpa-de-puerco-en-trozos","194.87","194.87","194.87","MXN","1","2026-08-16T15:54:53.001Z","IN_STOCK","60","36abcb6754342163d28589133edb7b83da04dcada8ba7d0356ca43cd122b340b"
"prod-1786895693030-yqjh","Click Abasto Grenetina a Granel (500 gr).","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/grenetina-a-granel","99.9","99.9","99.9","MXN","1","2026-08-16T15:54:53.044Z","IN_STOCK","60","2dcb56d93d20c6f57aa4114865f44cd73fb25bd6b952a6441c7299f2d32e4592"
"prod-1786895693070-tryz","Click Abasto Piquín kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/piquin-kg","70","70","70","MXN","1","2026-08-16T15:54:53.083Z","IN_STOCK","33","48785ca8fb3e9a50c8e4ec04ab09d797ecc9f8f9c58265e68f221c2797d26cf2"
"prod-1786895693168-7ylp","Click Abasto Paquete Salchicha Chero","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/paquete-salchicha-chero","218","218","218","MXN","1","2026-08-16T15:54:53.182Z","IN_STOCK","60","3d4948b940aab17af2b9d10465a9a35ad0cb67e314d4c1a9ac44295f65735d53"
"prod-1786895693217-b19z","Click Abasto Tocino HM Ahumado Rebanado kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/tocino-hm-ahumado-rebanado-kg","239.99","239.99","239.99","MXN","1","2026-08-16T15:54:53.231Z","IN_STOCK","60","17b4dd86e618581665a4b5210ace6da8f5e43c96e95416f831f29b347d193a21"
"prod-1786895693261-p5xi","Click Abasto Manzana Red Delicious","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/manzana-red-delicious","59.99","59.99","59.99","MXN","1","2026-08-16T15:54:53.281Z","IN_STOCK","60","69d53bc7ce530a8d0ae440577b00b741de85cd9bcb5f09af51762fc88c045bbd"
"prod-1786895693311-7550","Click Abasto Sandia sin Semilla kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/sandia-sin-semilla-kg","35","35","35","MXN","1","2026-08-16T15:54:53.326Z","IN_STOCK","60","ffb565945cb2e2d83306790c72cc47c39d62c08e1bc47683477bd0da0f28b80f"
"prod-1786895693357-sjn6","Click Abasto Melon Valenciano por Kilo","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/melon-valenciano-por-kilo","74","74","74","MXN","1","2026-08-16T15:54:53.370Z","IN_STOCK","67","8300326347c5b637c4a505f5ada8e56cac5674097e7ddbfb08028fe6f3d65e22"
"prod-1786895693425-rep2","Click Abasto Oblea miniatura 1 pza","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/oblea-miniatura-1-pza","5","5","5","MXN","1","2026-08-16T15:54:53.439Z","IN_STOCK","60","9f497c81936528cf19e476a2dc08c27c4f578b6a135f3e0e8757d5911330a43f"
"prod-1786895693466-b47u","Click Abasto Chicharo Limpio kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/chicharo-limpio-kg","195","195","195","MXN","1","2026-08-16T15:54:53.480Z","IN_STOCK","50","ad45904df8b3f4d884cb1fd26a180aefa3e9a3d0214e73ecdf35329b0d621f89"
"prod-1786895693537-ajlp","Click Abasto Bote Knorr 1.5 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/bote-knorr-1-5-kg","299","299","299","MXN","1","2026-08-16T15:54:53.552Z","IN_STOCK","50","6ab33bf5ba5dd209665d59b3e158c16d9283e70bad686627dc35da694310f3f6"
"prod-1786895783683-bixg","Click Abasto Salsa de soya 1L Puro Sabor","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/salsa-de-soya-1l-puro-sabor","89.9","89.9","89.9","MXN","1","2026-08-16T15:56:23.706Z","IN_STOCK","67","e1ea58644ce91f2512f89afce065a05b6f81b779e7f3820b65338ad6ac564d65"
"prod-1786895783753-7s91","Click Abasto Arroz Morelos Azul","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/arroz-morelos-azul","47","47","47","MXN","1","2026-08-16T15:56:23.776Z","IN_STOCK","60","6986ac2f820fc7cd0ebf4ca4d4781ff6272cdbd60a87cc1d761e4ae55566b5de"
"prod-1786895783822-pzwf","Click Abasto Queso Panela Caperucita (3.3 kg)","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-panela-caperucita-3-3-kg","729.9","729.9","729.9","MXN","1","2026-08-16T15:56:23.844Z","IN_STOCK","60","a385e9e40d7dc1c3f6447f3758119c22a56972ee8fec635241286a1c8c3c58cd"
"prod-1786895784030-n51n","Click Abasto Vero Vampibrochas","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/vero-vampibrochas","199","199","199","MXN","1","2026-08-16T15:56:24.051Z","IN_STOCK","50","6bca37ff84646d8d373d83f6d1946a3f12f896a1ad4f6290a6c00a38048f08c3"
"prod-1786895784149-ywgw","Click Abasto Champiñones Rebanados","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/champinones-rebanados","162","162","162","MXN","1","2026-08-16T15:56:24.171Z","IN_STOCK","50","078197829041739f11f02b8c06b7a263fcf4c7db5e40e575be00a70e3dacd676"
"prod-1786895784217-cb2t","Click Abasto Queso Panela Sello de Oro","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-panela-sello-de-oro","400","400","400","MXN","1","2026-08-16T15:56:24.238Z","IN_STOCK","67","10379d362a24e221947d55fc2c0332a3b21d5d4c71e185ac360f42ed8aa95666"
"prod-1786895784282-e6i0","Click Abasto Durazno en cubos Coktelero 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/durazno-en-cubos-coktelero-3-kg","203","203","203","MXN","1","2026-08-16T15:56:24.307Z","IN_STOCK","60","61d649d2883fc39ef666c769168349bc7699d056eb2e01a83d718cd30b3afb94"
"prod-1786895784354-pagw","Click Abasto Durazno en mitades Coktelero 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/durazno-en-mitades-coktelero-3-kg","239","239","239","MXN","1","2026-08-16T15:56:24.380Z","IN_STOCK","60","98d8e17c1ce0e8037920be82893b8954fcef3a5c55c03dcbb523a1ad4d7facd7"
"prod-1786895784434-67kg","Click Abasto Durazno en cubos Astra 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/durazno-en-cubos-astra-3-kg","282","282","282","MXN","1","2026-08-16T15:56:24.458Z","IN_STOCK","60","8544d9244eaa36e1ee4c5762885a0d3a3b67993337f3bf084e788813ad21833b"
"prod-1786895784503-4qlo","Click Abasto Filete de Pescado Tilapia","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/filete-de-pescado-blanco-del-nilo-1-kg","267","267","267","MXN","1","2026-08-16T15:56:24.524Z","IN_STOCK","60","70ab09d1a2acc1558d9b20dfa3eb4b80a271597a26323e2aa06329e06bb0fb20"
"prod-1786895784568-zzod","Click Abasto Hoja de Aguacate 250 g","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/hoja-de-aguacate-250-g","49.9","49.9","49.9","MXN","1","2026-08-16T15:56:24.589Z","IN_STOCK","60","3613666da9db4408926429387355c7c6d2555be2651b3afc3eb4782bb47735b5"
"prod-1786895784634-2cfp","Carnes, Aves y Pescados Hamburguesa Estrella 40 pzas","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/hamburguesa-estrella-40-pzas","6.45","6.45","6.45","MXN","40","2026-08-16T15:56:24.656Z","IN_STOCK","50","61c061f85aa38066e35ae11e3fc7f980649e63c16a36db649e3a08204524258e"
"prod-1786895784700-rg54","Click Abasto Mostaza Bachi 3.8 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/mostaza-bachi-3-8-kg","159.4","159.4","159.4","MXN","1","2026-08-16T15:56:24.722Z","IN_STOCK","50","00d88240f96dd136f82ca028ac4ccee2c833bfdbbf19e8dbad419000c76af0ad"
"prod-1786895784764-kvbi","Click Abasto Queso Oaxaca Diane 1 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-oaxaca-diane-1-kg","250","250","250","MXN","1","2026-08-16T15:56:24.785Z","IN_STOCK","60","c528e55ed60e8a4ccad359e851d0028708617cd47d3df0b3dc8b8386cc76dc5d"
"prod-1786895784828-tvay","Click Abasto Aceituna Verde Enlatada 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/aceituna-verde-enlatada-3-kg","320","320","320","MXN","1","2026-08-16T15:56:24.850Z","IN_STOCK","60","a1b3b497af417fdf4932269680e3adda2cd7d22eea6b8cac56a567fcafc0b922"
"prod-1786895784896-ofxq","Click Abasto Totopo 500 g","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/totopo-500-g","89.9","89.9","89.9","MXN","1","2026-08-16T15:56:24.925Z","IN_STOCK","50","cc22a6d422351c86e54618bfd699914c1422b05e0bced83e298cc995f998b753"
"prod-1786895784978-ewlo","Click Abasto Trikitrakes, Caja con 12 Paquetes de 34 g","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/trikitrakes-caja-con-12-paquetes-de-34-g","96","96","96","MXN","1","2026-08-16T15:56:25.000Z","IN_STOCK","67","fa6c482d37efc2b7205c27b3262d7f728b08019898d04163ec05f40d78b9410a"
"prod-1786895785046-y8ey","Click Abasto Polvoron, Caja con 12 paquetes de 37 g","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/polvoron-caja-con-12-paquetes-de-37-g","96","96","96","MXN","1","2026-08-16T15:56:25.068Z","IN_STOCK","67","437c0d06d49b28346bd7a18b9b3cf70d7bf237eecb82b6379af90f535ea85237"
"prod-1786895785166-69ts","Click Abasto Canelitas, Caja con 12 Paquetes de 30 g","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/canelitas-caja-con-12-paquetes-de-30-g","96","96","96","MXN","1","2026-08-16T15:56:25.187Z","IN_STOCK","67","a5c112d2db7f2f10574de58ca847b81c84e084b5d814b5c9c5b3cee887ef0900"
"prod-1786895785276-uvxu","Click Abasto Queso Panela Alpino 3.2 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-panela-alpino-3-2-kg","529.9","529.9","529.9","MXN","1","2026-08-16T15:56:25.297Z","IN_STOCK","60","926b535875c85cddee099aac70ec95580edf41dcad9956a207ed981cf2598503"
"prod-1786895785342-upeq","Click Abasto Queso Panela Volcanes 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-panela-volcanes-3-kg","541.32","541.32","541.32","MXN","1","2026-08-16T15:56:25.364Z","IN_STOCK","60","7d824e312cc935ae1f0a95a0de786d600f490c1872416398cc82d5ec085e71d1"
"prod-1786895785407-z94e","Click Abasto Ajo en Polvo","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/ajo-en-polvo","71.3","71.3","71.3","MXN","1","2026-08-16T15:56:25.429Z","IN_STOCK","50","fc979d7fa07ccbe0576364f6f7cff827aced81f0f3677dbd1a4c010c1d4257ba"
"prod-1786895785473-79gt","Click Abasto Maiz Pozolero 1 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/maiz-pozolero-1-kg","38.9","38.9","38.9","MXN","1","2026-08-16T15:56:25.497Z","IN_STOCK","50","51d15cdc79685299e492b2cb58604e1c3a79bf82fa5870f644333f0ae65bb0ae"
"prod-1786895785545-qmdq","Click Abasto Queso Crema Tulipanes","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-crema-tulipanes","350","350","350","MXN","1","2026-08-16T15:56:25.567Z","IN_STOCK","60","50abae55d7372ca53f35856626c41e160dddfcabb19942e191902073a233a9c2"
"prod-1786895785615-8v05","Click Abasto Queso Panela Menonita","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-panela-menonita","350","350","350","MXN","1","2026-08-16T15:56:25.638Z","IN_STOCK","60","796efd312e22e41d535e141d20bd9bd694697302df1f9d67a3ddd96becd98376"
"prod-1786895785685-8j1s","Click Abasto Hamburguesa Taster Meats","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/hamburguesa-taster-meats","299.99","299.99","299.99","MXN","1","2026-08-16T15:56:25.707Z","IN_STOCK","60","b06641f16196dc5813b514a87134b902f7cf3bfeb7e81c26d95f26c3895c6e80"
"prod-1786895785754-ytud","Click Abasto Pepitoria 30 pz","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/pepitoria-30-pz","5.23","5.23","5.23","MXN","30","2026-08-16T15:56:25.775Z","IN_STOCK","33","74d5d09a7c304c36f73720a802dd93bb640b36a178c1a4ae17875251c62ef4b3"
"prod-1786895785830-aown","Click Abasto Pierna de Pollo Kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/pierna-de-pollo-kg","110","110","110","MXN","1","2026-08-16T15:56:25.853Z","IN_STOCK","50","0c098d58fb888328c258490d40d224bb5458c1101253160ae292533536cabafa"
"prod-1786895785899-az0p","Click Abasto Harina Integral 3 Estrellas kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/harina-integral-3-estrellas-kg","62.58","62.58","62.58","MXN","1","2026-08-16T15:56:25.927Z","IN_STOCK","60","d85c81effa2f4f020d13dee3a27aa4b146d059628b1ab2aba25ce8acc7ae6a10"
"prod-1786895785980-hkre","Click Abasto Pulpa de Puerco en Trozos","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/pulpa-de-puerco-en-trozos","194.87","194.87","194.87","MXN","1","2026-08-16T15:56:26.007Z","IN_STOCK","60","4efa07a555ab047318b3ba1848b86441fa0970529e52b1d570fc0fd6ec5a6c2b"
"prod-1786895786057-dkaa","Click Abasto Grenetina a Granel (500 gr).","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/grenetina-a-granel","99.9","99.9","99.9","MXN","1","2026-08-16T15:56:26.080Z","IN_STOCK","60","88b9d3ba42048884c40e92605dc85ae39779e6da9997a0661b558606e4aba4dd"
"prod-1786895786128-spbz","Click Abasto Piquín kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/piquin-kg","70","70","70","MXN","1","2026-08-16T15:56:26.151Z","IN_STOCK","33","690e4cb8df79b66cf7b315d3be9159be73d1e4f2fe675a226190e172863f65d6"
"prod-1786895786291-ejry","Click Abasto Paquete Salchicha Chero","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/paquete-salchicha-chero","218","218","218","MXN","1","2026-08-16T15:56:26.314Z","IN_STOCK","60","d4aa1a1868ad6a265c91cee9c9a34dbea42d1ec2623c7cba8290d676c29811e8"
"prod-1786895786364-rz45","Click Abasto Tocino HM Ahumado Rebanado kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/tocino-hm-ahumado-rebanado-kg","239.99","239.99","239.99","MXN","1","2026-08-16T15:56:26.386Z","IN_STOCK","60","d7190fcce7bfdde45af0f9333defdf2d097ecc6a12cbfbbac756466d313ab76c"
"prod-1786895786430-jmkm","Click Abasto Manzana Red Delicious","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/manzana-red-delicious","59.99","59.99","59.99","MXN","1","2026-08-16T15:56:26.452Z","IN_STOCK","60","b8c9a17e7fb8f913f2b7b87e1ed751307de0543249e240c6de3834d6d11a70d9"
"prod-1786895786498-iysp","Click Abasto Sandia sin Semilla kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/sandia-sin-semilla-kg","35","35","35","MXN","1","2026-08-16T15:56:26.520Z","IN_STOCK","60","7e950e914b1bebdef3336454abba3a7d9448ec90b577fbaee79bba9fd39651c2"
"prod-1786895786565-6rn1","Click Abasto Melon Valenciano por Kilo","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/melon-valenciano-por-kilo","74","74","74","MXN","1","2026-08-16T15:56:26.586Z","IN_STOCK","67","e2239b1eb734cf6fd6777aefeea4f5d23032fa0ba82af01aa996e716bef0dd04"
"prod-1786895786676-fsec","Click Abasto Oblea miniatura 1 pza","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/oblea-miniatura-1-pza","5","5","5","MXN","1","2026-08-16T15:56:26.698Z","IN_STOCK","60","e16b9f6685e19286f2ef0a62fdff591dd74e2c9d28849a0dda9f815c25fb1650"
"prod-1786895786742-p0ax","Click Abasto Chicharo Limpio kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/chicharo-limpio-kg","195","195","195","MXN","1","2026-08-16T15:56:26.764Z","IN_STOCK","50","a9f77d4bcc52023b95f6f7ec1652ddd318cda9477d1ad79f6bd98b76cd39b33a"
"prod-1786895786853-ln6q","Click Abasto Bote Knorr 1.5 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/bote-knorr-1-5-kg","299","299","299","MXN","1","2026-08-16T15:56:26.874Z","IN_STOCK","50","1d3d2e7d0e985fd830f2b773b7f019a3439126a711adfbcf44a90a4fa20d466d"
"prod-1786895805367-oef8","Click Abasto Salsa de soya 1L Puro Sabor","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/salsa-de-soya-1l-puro-sabor","89.9","89.9","89.9","MXN","1","2026-08-16T15:56:45.393Z","IN_STOCK","67","7f05a30020574f0cfaaf52ebce711dd1edc9dd4cf6463b5f001ba5a01c8950a4"
"prod-1786895805439-t02c","Click Abasto Arroz Morelos Azul","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/arroz-morelos-azul","47","47","47","MXN","1","2026-08-16T15:56:45.464Z","IN_STOCK","60","0c0cac598337aa6a9e8df0abaa7089bcbd4782c9a29ee78589e59a9ca778faa9"
"prod-1786895805508-4kfa","Click Abasto Queso Panela Caperucita (3.3 kg)","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-panela-caperucita-3-3-kg","729.9","729.9","729.9","MXN","1","2026-08-16T15:56:45.530Z","IN_STOCK","60","6e978b3e714b5a3250a194f6cc835f2c92e1f429c8e79c471a1d68eff5392952"
"prod-1786895805709-m9hc","Click Abasto Vero Vampibrochas","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/vero-vampibrochas","199","199","199","MXN","1","2026-08-16T15:56:45.733Z","IN_STOCK","50","5aedb83b993668a76faec4a427d835047ff78e7090d9e8950b7886f45df80dad"
"prod-1786895805825-sdg4","Click Abasto Champiñones Rebanados","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/champinones-rebanados","162","162","162","MXN","1","2026-08-16T15:56:45.848Z","IN_STOCK","50","8335a3fd01af18e5fcdd410d709b707c8997e2ab896c6c77c22b402bb294e41f"
"prod-1786895805901-xfz1","Click Abasto Queso Panela Sello de Oro","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/queso-panela-sello-de-oro","400","400","400","MXN","1","2026-08-16T15:56:45.923Z","IN_STOCK","67","c0b182d2542234cb17f514e432be3f5ea31b2582b2ac66c41ba94ee4b103eae9"
"prod-1786895805968-j8w2","Click Abasto Durazno en cubos Coktelero 3 kg","Click Abasto CDMX","supp-click-abasto","https://clickabasto.com/products/durazno-en-cubos-coktelero-3-kg","203","203","203","MXN","1","2026-08-16T15:56:45.991Z","IN_STOCK","60","1d87d09bb0215d8fcc6605bdb55afb63abb13ffe4bf34854f8f0986a84e7ecc4"
