# ==============================================================================
# ABARROTES1 - MINI NUBE INTERNAL DATABASE (GOOGLE SHEETS COMPATIBLE CSV)
# GENERATED BY ALL 11 AI AGENTS AT: 2026-08-17T07:29:22.416Z
# TENANT: TENANT_CDMX_01 | STORE: Abarrotes Don Pepe (CDMX Centro)
# SOURCE OF TRUTH: Universal Product Database & Wholesale Scrapers CDMX
# ==============================================================================

=== TABLE: CATALOGO_PRODUCTOS_MAESTRO ===
ean,gtin,upc,sku,product_name,normalized_name,brand,category,presentation,package,unit_type,active,last_seen_at
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950699922-s169","Click Abasto Totopo 500 g","click abasto totopo 500 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:39.922Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950699955-xqtf","Click Abasto Trikitrakes, Caja con 12 Paquetes de 34 g","click abasto trikitrakes, caja con 12 paquetes de 34 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:39.955Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950699988-758g","Click Abasto Polvoron, Caja con 12 paquetes de 37 g","click abasto polvoron, caja con 12 paquetes de 37 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:39.988Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700046-0wjd","Click Abasto Canelitas, Caja con 12 Paquetes de 30 g","click abasto canelitas, caja con 12 paquetes de 30 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:40.046Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700099-z8fv","Click Abasto Queso Panela Alpino 3.2 kg","click abasto queso panela alpino 3.2 kg","Click Abasto","Lácteos y Huevo","1 kg A granel","1 pza","kilo","true","2026-08-17T07:11:40.099Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700131-r1ky","Click Abasto Queso Panela Volcanes 3 kg","click abasto queso panela volcanes 3 kg","Click Abasto","Lácteos y Huevo","1 kg A granel","1 pza","kilo","true","2026-08-17T07:11:40.131Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700163-oskr","Click Abasto Ajo en Polvo","click abasto ajo en polvo","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:40.163Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700200-vceg","Click Abasto Maiz Pozolero 1 kg","click abasto maiz pozolero 1 kg","Click Abasto","Abarrotes","1 kg Bolsa","1 pza","kilo","true","2026-08-17T07:11:40.200Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700234-23bf","Click Abasto Queso Crema Tulipanes","click abasto queso crema tulipanes","Click Abasto","Lácteos y Huevo","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:40.234Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700267-rqu3","Click Abasto Queso Panela Menonita","click abasto queso panela menonita","Click Abasto","Lácteos y Huevo","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:40.267Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700301-y32v","Click Abasto Hamburguesa Taster Meats","click abasto hamburguesa taster meats","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:40.301Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700333-kd79","Click Abasto Pepitoria 30 pz","click abasto pepitoria 30 pz","Click Abasto","Abarrotes","1 Pieza","30 pza","pieza","true","2026-08-17T07:11:40.333Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700372-1e28","Click Abasto Pierna de Pollo Kg","click abasto pierna de pollo kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:11:40.372Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700405-ozzm","Click Abasto Harina Integral 3 Estrellas kg","click abasto harina integral 3 estrellas kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:11:40.405Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700439-1e9g","Click Abasto Pulpa de Puerco en Trozos","click abasto pulpa de puerco en trozos","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:40.439Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700473-2qap","Click Abasto Grenetina a Granel (500 gr).","click abasto grenetina a granel (500 gr).","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:40.473Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700510-xrdx","Click Abasto Piquín kg","click abasto piquín kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:11:40.510Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700588-ga1j","Click Abasto Paquete Salchicha Chero","click abasto paquete salchicha chero","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:40.588Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700626-y56j","Click Abasto Tocino HM Ahumado Rebanado kg","click abasto tocino hm ahumado rebanado kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:11:40.626Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700661-k7sm","Click Abasto Manzana Red Delicious","click abasto manzana red delicious","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:40.661Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700700-gis3","Click Abasto Sandia sin Semilla kg","click abasto sandia sin semilla kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:11:40.700Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700734-wsfr","Click Abasto Melon Valenciano por Kilo","click abasto melon valenciano por kilo","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:11:40.734Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700801-o46j","Click Abasto Oblea miniatura 1 pza","click abasto oblea miniatura 1 pza","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:11:40.801Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700840-l2ig","Click Abasto Chicharo Limpio kg","click abasto chicharo limpio kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:11:40.841Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950700912-u9qv","Click Abasto Bote Knorr 1.5 kg","click abasto bote knorr 1.5 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:11:40.912Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921049-yywb","Click Abasto Salsa de soya 1L Puro Sabor","click abasto salsa de soya 1l puro sabor","Click Abasto","Abarrotes","1 Litro Tetrapak/Botella","1 pza","litro","true","2026-08-17T07:15:21.049Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921093-jee6","Click Abasto Arroz Morelos Azul","click abasto arroz morelos azul","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:21.093Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921137-87tv","Click Abasto Queso Panela Caperucita (3.3 kg)","click abasto queso panela caperucita (3.3 kg)","Click Abasto","Lácteos y Huevo","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:21.137Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921256-d4ku","Click Abasto Vero Vampibrochas","click abasto vero vampibrochas","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:21.256Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921322-xmnd","Click Abasto Champiñones Rebanados","click abasto champiñones rebanados","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:21.322Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921361-wdvi","Click Abasto Queso Panela Sello de Oro","click abasto queso panela sello de oro","Click Abasto","Lácteos y Huevo","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:21.361Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921399-8oak","Click Abasto Durazno en cubos Coktelero 3 kg","click abasto durazno en cubos coktelero 3 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:21.399Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921437-gad4","Click Abasto Durazno en mitades Coktelero 3 kg","click abasto durazno en mitades coktelero 3 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:21.437Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921476-at9f","Click Abasto Durazno en cubos Astra 3 kg","click abasto durazno en cubos astra 3 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:21.476Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921517-fpb2","Click Abasto Filete de Pescado Tilapia","click abasto filete de pescado tilapia","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:21.517Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921556-v46n","Click Abasto Hoja de Aguacate 250 g","click abasto hoja de aguacate 250 g","Click Abasto","Bebidas","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:21.556Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921596-wpyg","Carnes, Aves y Pescados Hamburguesa Estrella 40 pzas","carnes, aves y pescados hamburguesa estrella 40 pzas","Carnes, Aves y Pescados","Carnes","1 Pieza","40 pza","pieza","true","2026-08-17T07:15:21.596Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921636-1gqk","Click Abasto Mostaza Bachi 3.8 kg","click abasto mostaza bachi 3.8 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:21.636Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921676-ipr0","Click Abasto Queso Oaxaca Diane 1 kg","click abasto queso oaxaca diane 1 kg","Click Abasto","Lácteos y Huevo","1 kg Bolsa","1 pza","kilo","true","2026-08-17T07:15:21.676Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921715-ud0k","Click Abasto Aceituna Verde Enlatada 3 kg","click abasto aceituna verde enlatada 3 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:21.715Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921756-s84g","Click Abasto Totopo 500 g","click abasto totopo 500 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:21.756Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921798-wvpy","Click Abasto Trikitrakes, Caja con 12 Paquetes de 34 g","click abasto trikitrakes, caja con 12 paquetes de 34 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:21.798Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921839-f066","Click Abasto Polvoron, Caja con 12 paquetes de 37 g","click abasto polvoron, caja con 12 paquetes de 37 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:21.839Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921907-xgyp","Click Abasto Canelitas, Caja con 12 Paquetes de 30 g","click abasto canelitas, caja con 12 paquetes de 30 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:21.907Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950921975-mxtc","Click Abasto Queso Panela Alpino 3.2 kg","click abasto queso panela alpino 3.2 kg","Click Abasto","Lácteos y Huevo","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:21.975Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922015-a4ss","Click Abasto Queso Panela Volcanes 3 kg","click abasto queso panela volcanes 3 kg","Click Abasto","Lácteos y Huevo","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:22.015Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922058-s6s0","Click Abasto Ajo en Polvo","click abasto ajo en polvo","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:22.058Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922097-keex","Click Abasto Maiz Pozolero 1 kg","click abasto maiz pozolero 1 kg","Click Abasto","Abarrotes","1 kg Bolsa","1 pza","kilo","true","2026-08-17T07:15:22.097Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922138-dzb5","Click Abasto Queso Crema Tulipanes","click abasto queso crema tulipanes","Click Abasto","Lácteos y Huevo","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:22.138Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922180-pl1s","Click Abasto Queso Panela Menonita","click abasto queso panela menonita","Click Abasto","Lácteos y Huevo","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:22.180Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922218-zxep","Click Abasto Hamburguesa Taster Meats","click abasto hamburguesa taster meats","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:22.218Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922257-z47l","Click Abasto Pepitoria 30 pz","click abasto pepitoria 30 pz","Click Abasto","Abarrotes","1 Pieza","30 pza","pieza","true","2026-08-17T07:15:22.257Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922300-3970","Click Abasto Pierna de Pollo Kg","click abasto pierna de pollo kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:22.300Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922340-cqrz","Click Abasto Harina Integral 3 Estrellas kg","click abasto harina integral 3 estrellas kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:22.340Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922380-df6o","Click Abasto Pulpa de Puerco en Trozos","click abasto pulpa de puerco en trozos","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:22.380Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922420-b27u","Click Abasto Grenetina a Granel (500 gr).","click abasto grenetina a granel (500 gr).","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:22.420Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922462-b6zm","Click Abasto Piquín kg","click abasto piquín kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:22.462Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922560-8f2j","Click Abasto Paquete Salchicha Chero","click abasto paquete salchicha chero","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:22.560Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922603-fsyg","Click Abasto Tocino HM Ahumado Rebanado kg","click abasto tocino hm ahumado rebanado kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:22.603Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922645-8g9q","Click Abasto Manzana Red Delicious","click abasto manzana red delicious","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:22.645Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922687-ngpp","Click Abasto Sandia sin Semilla kg","click abasto sandia sin semilla kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:22.687Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922732-kwvo","Click Abasto Melon Valenciano por Kilo","click abasto melon valenciano por kilo","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:22.732Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922803-m9ac","Click Abasto Oblea miniatura 1 pza","click abasto oblea miniatura 1 pza","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:22.803Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922845-1kev","Click Abasto Chicharo Limpio kg","click abasto chicharo limpio kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:22.845Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950922915-nk8k","Click Abasto Bote Knorr 1.5 kg","click abasto bote knorr 1.5 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:22.915Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937433-yyo7","Click Abasto Salsa de soya 1L Puro Sabor","click abasto salsa de soya 1l puro sabor","Click Abasto","Abarrotes","1 Litro Tetrapak/Botella","1 pza","litro","true","2026-08-17T07:15:37.433Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937474-p4nk","Click Abasto Arroz Morelos Azul","click abasto arroz morelos azul","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:37.474Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937519-ja7a","Click Abasto Queso Panela Caperucita (3.3 kg)","click abasto queso panela caperucita (3.3 kg)","Click Abasto","Lácteos y Huevo","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:37.519Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937655-7h0l","Click Abasto Vero Vampibrochas","click abasto vero vampibrochas","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:37.655Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937730-g5l9","Click Abasto Champiñones Rebanados","click abasto champiñones rebanados","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:37.730Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937772-punc","Click Abasto Queso Panela Sello de Oro","click abasto queso panela sello de oro","Click Abasto","Lácteos y Huevo","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:37.772Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937813-t3uo","Click Abasto Durazno en cubos Coktelero 3 kg","click abasto durazno en cubos coktelero 3 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:37.813Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937856-9dup","Click Abasto Durazno en mitades Coktelero 3 kg","click abasto durazno en mitades coktelero 3 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:37.856Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937899-u02y","Click Abasto Durazno en cubos Astra 3 kg","click abasto durazno en cubos astra 3 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:37.899Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937941-7azq","Click Abasto Filete de Pescado Tilapia","click abasto filete de pescado tilapia","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:37.941Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950937985-xtar","Click Abasto Hoja de Aguacate 250 g","click abasto hoja de aguacate 250 g","Click Abasto","Bebidas","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:37.985Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938028-ppqs","Carnes, Aves y Pescados Hamburguesa Estrella 40 pzas","carnes, aves y pescados hamburguesa estrella 40 pzas","Carnes, Aves y Pescados","Carnes","1 Pieza","40 pza","pieza","true","2026-08-17T07:15:38.028Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938071-l8q9","Click Abasto Mostaza Bachi 3.8 kg","click abasto mostaza bachi 3.8 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:38.071Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938115-n0wt","Click Abasto Queso Oaxaca Diane 1 kg","click abasto queso oaxaca diane 1 kg","Click Abasto","Lácteos y Huevo","1 kg Bolsa","1 pza","kilo","true","2026-08-17T07:15:38.116Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938162-2js9","Click Abasto Aceituna Verde Enlatada 3 kg","click abasto aceituna verde enlatada 3 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:38.162Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938206-dmo2","Click Abasto Totopo 500 g","click abasto totopo 500 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:38.206Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938250-ov38","Click Abasto Trikitrakes, Caja con 12 Paquetes de 34 g","click abasto trikitrakes, caja con 12 paquetes de 34 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:38.250Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938296-6894","Click Abasto Polvoron, Caja con 12 paquetes de 37 g","click abasto polvoron, caja con 12 paquetes de 37 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:38.296Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938369-b69o","Click Abasto Canelitas, Caja con 12 Paquetes de 30 g","click abasto canelitas, caja con 12 paquetes de 30 g","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:38.369Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938449-v7hz","Click Abasto Queso Panela Alpino 3.2 kg","click abasto queso panela alpino 3.2 kg","Click Abasto","Lácteos y Huevo","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:38.449Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938492-0th1","Click Abasto Queso Panela Volcanes 3 kg","click abasto queso panela volcanes 3 kg","Click Abasto","Lácteos y Huevo","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:38.492Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938537-c5nw","Click Abasto Ajo en Polvo","click abasto ajo en polvo","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:38.537Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938583-6dtc","Click Abasto Maiz Pozolero 1 kg","click abasto maiz pozolero 1 kg","Click Abasto","Abarrotes","1 kg Bolsa","1 pza","kilo","true","2026-08-17T07:15:38.583Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938626-tk1r","Click Abasto Queso Crema Tulipanes","click abasto queso crema tulipanes","Click Abasto","Lácteos y Huevo","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:38.626Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938669-qx5y","Click Abasto Queso Panela Menonita","click abasto queso panela menonita","Click Abasto","Lácteos y Huevo","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:38.669Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938713-lski","Click Abasto Hamburguesa Taster Meats","click abasto hamburguesa taster meats","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:38.713Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938759-qnxu","Click Abasto Pepitoria 30 pz","click abasto pepitoria 30 pz","Click Abasto","Abarrotes","1 Pieza","30 pza","pieza","true","2026-08-17T07:15:38.759Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938805-yseq","Click Abasto Pierna de Pollo Kg","click abasto pierna de pollo kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:38.805Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938851-9zw0","Click Abasto Harina Integral 3 Estrellas kg","click abasto harina integral 3 estrellas kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:38.851Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938901-zca0","Click Abasto Pulpa de Puerco en Trozos","click abasto pulpa de puerco en trozos","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:38.901Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938945-xvxy","Click Abasto Grenetina a Granel (500 gr).","click abasto grenetina a granel (500 gr).","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:38.945Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950938988-vd53","Click Abasto Piquín kg","click abasto piquín kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:38.988Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950939097-kjr8","Click Abasto Paquete Salchicha Chero","click abasto paquete salchicha chero","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:39.097Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950939142-1x4h","Click Abasto Tocino HM Ahumado Rebanado kg","click abasto tocino hm ahumado rebanado kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:39.142Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950939189-vl1d","Click Abasto Manzana Red Delicious","click abasto manzana red delicious","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:39.189Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950939233-pf5l","Click Abasto Sandia sin Semilla kg","click abasto sandia sin semilla kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:39.233Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950939277-gf6t","Click Abasto Melon Valenciano por Kilo","click abasto melon valenciano por kilo","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:39.277Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950939369-trzm","Click Abasto Oblea miniatura 1 pza","click abasto oblea miniatura 1 pza","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:15:39.369Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950939415-dh66","Click Abasto Chicharo Limpio kg","click abasto chicharo limpio kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:39.415Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786950939504-twgl","Click Abasto Bote Knorr 1.5 kg","click abasto bote knorr 1.5 kg","Click Abasto","Abarrotes","1 kg A granel","1 pza","kilo","true","2026-08-17T07:15:39.504Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786951219986-0dac","Click Abasto Salsa de soya 1L Puro Sabor","click abasto salsa de soya 1l puro sabor","Click Abasto","Abarrotes","1 Litro Tetrapak/Botella","1 pza","litro","true","2026-08-17T07:20:19.986Z"
"UNKNOWN","UNKNOWN","UNKNOWN","prod-1786951220040-vb83","Click Abasto Arroz Morelos Azul","click abasto arroz morelos azul","Click Abasto","Abarrotes","1 Pieza","1 pza","pieza","true","2026-08-17T07:20:20.040Z"
